"Feature","View","Weight","AdjWeight"
"a tetradecenoate(n-C14:1)","LCMS-Aphid",-0.576651573181152,-0.655750825466151
"L-4-hydroxyglutamate semial...","LCMS-Aphid",0.573348581790924,0.651994762998999
"(7R8S)-8-amino-7-(carboxyam...","LCMS-Aphid",-0.573243379592896,-0.651875130223496
"2'-deoxyuridine","LCMS-Aphid",-0.566980302333832,-0.644752947134785
"3-pyridylacetate","LCMS-Aphid",-0.566099405288696,-0.643751217509196
"L-glutamine","LCMS-Aphid",-0.563047587871552,-0.640280782529846
"chitobiose","LCMS-Aphid",-0.553044736385345,-0.628905840668664
"palmitoleate","LCMS-Aphid",-0.550801277160645,-0.626354646313324
"ADP","LCMS-Aphid",-0.550541520118713,-0.626059258417776
"phenylglyoxylate","LCMS-Aphid",0.550465643405914,0.625972973702072
"maltotriose","LCMS-Aphid",0.547482967376709,0.62258116422957
"(S)-2-aminobutanoate","LCMS-Aphid",-0.546654522418976,-0.621639081540209
"dimethylsulfonio-2-hydroxyb...","LCMS-Aphid",-0.544797241687775,-0.61952703775285
"bergaptol","LCMS-Aphid",-0.542897582054138,-0.617366801952244
"urate","LCMS-Aphid",-0.541862547397614,-0.616189791670875
"2-hydroxyglutarate","LCMS-Aphid",-0.540567338466644,-0.614716919029691
"5-amino-5-deoxy-3-dehydrosh...","LCMS-Aphid",-0.539554536342621,-0.613565190915609
"(S)-(+)-allantoin","LCMS-Aphid",-0.539286434650421,-0.613260313734751
"5-oxo-L-proline","LCMS-Aphid",-0.53832596540451,-0.612168096995679
"3-(methylthio)propanoate","LCMS-Aphid",0.536516606807709,0.610110548818238
"N4-(beta-N-acetyl-D-glucosa...","LCMS-Aphid",-0.534672915935516,-0.608013959009812
"6-(hydroxymethyl)-78-dihydr...","LCMS-Aphid",-0.53386253118515,-0.607092413845084
"4-imidazolone-5-propanoate","LCMS-Aphid",0.532740890979767,0.605816918338329
"(S)-2-amino-6-oxohexanoate","LCMS-Aphid",0.531582057476044,0.604499127731338
"3-ethylmalate","LCMS-Aphid",-0.527459740638733,-0.599811353008056
"deoxynivalenol-3-glucoside","LCMS-Aphid",0.524787724018097,0.596772816071487
"tuberonic acid glucoside","LCMS-Aphid",-0.508653819561005,-0.578425825171305
"4-guanidinobutanoate","LCMS-Aphid",-0.506981194019318,-0.576523765711715
"methyl beta-D-glucoside","LCMS-Aphid",0.506207704544067,0.575644176744175
"9-Oxo-ODE","LCMS-Aphid",-0.50500899553299,-0.574281040909529
"L-tryptophan","LCMS-Aphid",-0.502908647060394,-0.57189258779724
"dIMP","LCMS-Aphid",-0.502054631710052,-0.570921427226468
"beta-D-galactosyl-14-N-acet...","LCMS-Aphid",-0.501363217830658,-0.570135172158003
"N-Acetyl-L-glutamine","LCMS-Aphid",-0.499067455530167,-0.567524500317959
"shikimate 3-phosphate","LCMS-Aphid",-0.493034183979034,-0.560663645368598
"L-leucine","LCMS-Aphid",0.490266472101212,0.557516286663718
"Indole-3-acrylic acid","LCMS-Aphid",-0.488668441772461,-0.555699054636729
"tryptamine","LCMS-Aphid",0.485918372869492,0.552571758992216
"L-erythro-78-dihydrobiopterin","LCMS-Aphid",-0.484839886426926,-0.55134533664663
"D-quinovitol","LCMS-Aphid",-0.480965256690979,-0.546939224245504
"2'-deoxyadenosine","LCMS-Aphid",-0.479832261800766,-0.545650816532667
"2-(formamido)-N1-(5-phospho...","LCMS-Aphid",-0.47816801071167,-0.54375828024869
"oxalosuccinate","LCMS-Aphid",0.475762248039246,0.541022519294089
"N-acetylneuraminate","LCMS-Aphid",-0.462671488523483,-0.526136101294596
"thymidine","LCMS-Aphid",-0.461186498403549,-0.52444741519324
"N-formimino-L-glutamate","LCMS-Aphid",-0.460388988256454,-0.523540510640132
"5-aminopentanoate","LCMS-Aphid",-0.456062614917755,-0.518620689000739
"3-O-D-mannopyranose","LCMS-Aphid",0.455800920724869,0.518323098235386
"alpha-linolenate","LCMS-Aphid",-0.45540788769722,-0.51787615289733
"(+)-dihydrokaempferol","LCMS-Aphid",-0.4530189037323,-0.515159472184261
"15-acetyl-DON-3-beta-D-gluc...","LCMS-Aphid",0.452415317296982,0.514473091843675
"pyrimidine","LCMS-Aphid",0.448855966329575,0.510425504975707
"Nivalenol","LCMS-Aphid",-0.448222577571869,-0.509705234330445
"D-perosaminopyranose","LCMS-Aphid",0.440924972295761,0.501406617095544
"xanthosine","LCMS-Aphid",-0.440504163503647,-0.50092808599353
"2'-deoxyinosine","LCMS-Aphid",0.437049448490143,0.496999487985277
"4-aminophenol","LCMS-Aphid",0.435052275657654,0.494728363107773
"Citrinin","LCMS-Aphid",-0.434579253196716,-0.494190456191969
"(S)-nicotine N1'-oxide","LCMS-Aphid",-0.43210232257843,-0.491373765189804
"N-benzylformamide","LCMS-Aphid",0.432084143161774,0.491353092103952
"2-amino-5-formylamino-6-(5-...","LCMS-Aphid",-0.43160817027092,-0.490811830047985
"GMP","LCMS-Aphid",-0.424267649650574,-0.482464410774351
"kynurenate","LCMS-Aphid",-0.424147546291351,-0.48232783284651
"5'-deoxy-5'-fluoroadenosine","LCMS-Aphid",0.423937112092972,0.482088533405199
"3-methyl-2-oxobutanoate","LCMS-Aphid",-0.422278046607971,-0.480201894034235
"(RS)-piperidine-3-carboxamide","LCMS-Aphid",0.421998918056488,0.479884477440648
"urocanate","LCMS-Aphid",0.417939096689224,0.475267770686269
"D-galactosamine 6-phosphate","LCMS-Aphid",-0.415754586458206,-0.472783611353577
"NADH","LCMS-Aphid",-0.413424611091614,-0.470134033443766
"(-)-sophorol","LCMS-Aphid",-0.412897884845734,-0.469535056198937
"L-proline","LCMS-Aphid",-0.411824554204941,-0.468314496876059
"indole-3-ketol","LCMS-Aphid",-0.410024642944336,-0.466267691925201
"2-hydroxypentanoate","LCMS-Aphid",0.407811939716339,0.463751472364287
"78-diaminopelargonate","LCMS-Aphid",-0.403115302324295,-0.458410597579609
"hypotaurine","LCMS-Aphid",-0.400777757167816,-0.45575241153241
"N-acetyl-serotonin","LCMS-Aphid",-0.400159239768982,-0.455049052149181
"L-palmitoylcarnitine","LCMS-Aphid",0.397944718599319,0.452530765279681
"taurine","LCMS-Aphid",-0.397678345441818,-0.452227853736494
"sn-glycerol 1-phosphate","LCMS-Aphid",-0.392079859972,-0.44586142444204
"AMP","LCMS-Aphid",-0.391536772251129,-0.445243841419944
"24-dinitrophenyl-S-glutathione","LCMS-Aphid",-0.39153116941452,-0.445237470042665
"(R)-2-benzylsuccinate","LCMS-Aphid",0.390059351921082,0.443563763455976
"DL-malic semialdehyde","LCMS-Aphid",-0.389233887195587,-0.442625069797082
"pyridoxamine 5'-phosphate","LCMS-Aphid",-0.388564199209213,-0.441863520760726
"alphaomega-9Z-octadecenedioate","LCMS-Aphid",-0.388330012559891,-0.441597210746588
"(E)-indol-3-ylacetaldoxime","LCMS-Aphid",-0.386074513196945,-0.43903232470816
"indole acetaldehyde","LCMS-Aphid",-0.38407090306282,-0.436753879524847
"N-succinyl-LL-26-diaminopim...","LCMS-Aphid",-0.383660644292831,-0.436287345590688
"Alternariolmethylether","LCMS-Aphid",-0.38323763012886,-0.435806306606129
"preQ1","LCMS-Aphid",-0.382164239883423,-0.434585679502642
"4-coumaryl alcohol","LCMS-Aphid",0.381351739168167,0.433661728126282
"4-pyridoxate","LCMS-Aphid",-0.378898829221725,-0.430872352709686
"(RS)-piperazine-2-carboxamide","LCMS-Aphid",-0.377807110548019,-0.429630883068824
"nicotinamide","LCMS-Aphid",0.374533236026764,0.42590793142934
"a muricholate","LCMS-Aphid",-0.37368842959404,-0.424947242962712
"indole","LCMS-Aphid",0.372761607170105,0.423893288377618
"N-formylkynurenine","LCMS-Aphid",-0.372719287872314,-0.423845164144979
"creatine","LCMS-Aphid",-0.372142195701599,-0.423188912285249
"oleamide","LCMS-Aphid",0.370894908905029,0.421770535253983
"L-phenylalanine","LCMS-Aphid",-0.368068307638168,-0.418556209307064
"gamma-butyrobetaine","LCMS-Aphid",-0.367738962173462,-0.418181687550098
"Hexanoic acid","LCMS-Aphid",0.367389231920242,0.417783984824735
"2-carboxy-5-oxo-25-dihydrof...","LCMS-Aphid",-0.366969913244247,-0.417307148237955
"indole-3-acetate","LCMS-Aphid",0.363383114337921,0.413228348399381
"D-erythrose","LCMS-Aphid",-0.361074358224869,-0.410602900386499
"guanosine","LCMS-Aphid",-0.360989212989807,-0.410506075786042
"2-keto-6-acetamidocaproate","LCMS-Aphid",-0.358108311891556,-0.407230001704005
"alphaalpha-Trehalose","LCMS-Aphid",-0.356340706348419,-0.405219933843414
"D-mannitol","LCMS-Aphid",-0.355463117361069,-0.404221966041644
"4-amino-5-imidazole carboxy...","LCMS-Aphid",-0.353373408317566,-0.401845611768124
"2-hydroxybutanoate","LCMS-Aphid",-0.348133563995361,-0.395887018400131
"oscillaxanthin","LCMS-Aphid",-0.344354629516602,-0.391589727767316
"3-methoxytyramine","LCMS-Aphid",0.34340238571167,0.390506864752334
"a 6-hydroxypurine nucleotide","LCMS-Aphid",-0.342058092355728,-0.38897817477935
"2'-hydroxygenistein","LCMS-Aphid",-0.339454621076584,-0.386017585543535
"2-dehydropantolactone","LCMS-Aphid",-0.338154166936874,-0.384538748208728
"4-prenylphlorisovalerophenone","LCMS-Aphid",0.336967885494232,0.383189744631132
"gibberellin A120","LCMS-Aphid",0.334880113601685,0.380815593227416
"xanthine","LCMS-Aphid",-0.334189534187317,-0.380030287087482
"(R)-pantothenate","LCMS-Aphid",0.332469284534454,0.378074070921021
"a vaccenate","LCMS-Aphid",-0.331913024187088,-0.377441508384258
"4-coumaroylshikimate","LCMS-Aphid",-0.330942392349243,-0.376337735051292
"2'-deoxyguanosine","LCMS-Aphid",-0.330457270145416,-0.375786068671789
"pteridine-ring","LCMS-Aphid",0.328918367624283,0.374036075009276
"L-cysteine","LCMS-Aphid",-0.327113896608353,-0.371984084841802
"(6alpha)-hydroxycampestanol","LCMS-Aphid",-0.326974213123322,-0.371825240983789
"a jasmonoyl-L-valine","LCMS-Aphid",-0.3263258934021,-0.371087991295885
"1-aminocyclopropane-1-carbo...","LCMS-Aphid",-0.322616875171661,-0.366870207317839
"5-methyl-tetrahydrofolate","LCMS-Aphid",-0.322391271591187,-0.366613657711447
"O-phospho-L-homoserine","LCMS-Aphid",-0.321474224328995,-0.365570819146287
"melanin","LCMS-Aphid",0.320495575666428,0.364457929321363
"(S)-lactaldehyde","LCMS-Aphid",-0.320347547531128,-0.364289596178041
"betalamate","LCMS-Aphid",-0.319166779518127,-0.36294686230681
"L-arginine","LCMS-Aphid",-0.318767368793488,-0.362492664443553
"5-deoxy-5-amino-3-dehydroqu...","LCMS-Aphid",-0.318130612373352,-0.361768564193863
"(3Z)-2-oxohex-3-enedioate","LCMS-Aphid",-0.31641474366188,-0.359817329902189
"N2-succinyl-L-glutamate 5-s...","LCMS-Aphid",-0.315231412649155,-0.358471681464755
"34-dihydroxyphenylpyruvate","LCMS-Aphid",-0.314203083515167,-0.357302296501938
"a 2-acyl-sn-glycero-3-phosp...","LCMS-Aphid",-0.313591986894608,-0.356607375804573
"adenosine","LCMS-Aphid",-0.309564739465714,-0.352027711153204
"propanoyl phosphate","LCMS-Aphid",0.308180630207062,0.350453743733174
"14-dihydroxy-2-naphthoate","LCMS-Aphid",0.307167321443558,0.349301439483913
"4-hydroxymandelate","LCMS-Aphid",0.306500107049942,0.348542703342845
"nicotine-glucuronide","LCMS-Aphid",-0.30607470870018,-0.348058953133911
"5-Methylcytosine","LCMS-Aphid",-0.304390102624893,-0.346143269771841
"phytosphingosine","LCMS-Aphid",0.302376061677933,0.343852962981891
"indole-3-glyoxylate","LCMS-Aphid",-0.299466520547867,-0.340544320317061
"trans-3'-hydroxycotinine","LCMS-Aphid",0.298529654741287,0.339478944699292
"dZMP","LCMS-Aphid",-0.297068983316422,-0.337817913086551
"tetrahydrofolate","LCMS-Aphid",-0.296771377325058,-0.337479484504065
"L-arginino-succinate","LCMS-Aphid",-0.294712901115417,-0.335138647269844
"tetrahydropteroate","LCMS-Aphid",0.29463067650795,0.335045143919246
"5-hydroxyferulate","LCMS-Aphid",-0.294438242912292,-0.334826314221958
"an 1113-icosadienoate","LCMS-Aphid",-0.292104065418243,-0.332171957779187
"aminoacetone","LCMS-Aphid",-0.291558474302292,-0.331551527971499
"O-acetyl-L-serine","LCMS-Aphid",-0.290058046579361,-0.329845286692321
"thymine","LCMS-Aphid",-0.28938826918602,-0.329083635985051
"4-methylphenol","LCMS-Aphid",-0.286927729845047,-0.326285584650457
"N6-acetyl-L-lysine","LCMS-Aphid",-0.285705894231796,-0.324896149939384
"25-diaminohexanoate","LCMS-Aphid",-0.281602144241333,-0.320229488875914
"umbelliferone","LCMS-Aphid",-0.278657525777817,-0.316880957322482
"tartronate semialdehyde","LCMS-Aphid",-0.275620311498642,-0.313427128592423
"3-deoxy-alpha-D-manno-2-oct...","LCMS-Aphid",0.274127185344696,0.311729190437891
"D-glycerate","LCMS-Aphid",-0.273225635290146,-0.310703974831162
"L-tyrosine-methyl-ester","LCMS-Aphid",-0.273069947957993,-0.310526931879539
"gibberellin A3","LCMS-Aphid",-0.271901369094849,-0.30919805914292
"galactitol 1-phosphate","LCMS-Aphid",-0.270926982164383,-0.308090015631564
"4-methyl-5-nitrocatechol","LCMS-Aphid",0.269131243228912,0.30604795532336
"O-acetylcarnitine","LCMS-Aphid",-0.268716424703598,-0.305576236172586
"a thiopurine","LCMS-Aphid",-0.26850700378418,-0.305338089001634
"1-oleoyl-2-palmitoyl-phosph...","LCMS-Aphid",0.26795557141304,0.304711016694229
"N6N6-dimethyl-L-arginine","LCMS-Aphid",-0.267047047615051,-0.303677870756205
"L-dopachrome","LCMS-Aphid",-0.262112438678741,-0.298066381888696
"4-aminoimidazole","LCMS-Aphid",-0.261306971311569,-0.297150428624239
"2-oxoglutarate","LCMS-Aphid",-0.258837789297104,-0.29434254910129
"heptanal","LCMS-Aphid",-0.258601009845734,-0.294073290630646
"Piceatannol","LCMS-Aphid",0.255048424005508,0.290033396861839
"67-dimethyl-8-(1-D-ribityl)...","LCMS-Aphid",0.254605144262314,0.2895293124701
"GDP","LCMS-Aphid",-0.254577100276947,-0.289497421693401
"12-dihydroxypropane-123-tri...","LCMS-Aphid",-0.253641813993454,-0.288433842261779
"cytidine","LCMS-Aphid",-0.253310233354568,-0.288056778731963
"7-Methylguanosine","LCMS-Aphid",-0.251829117536545,-0.286372498370215
"glycochenodeoxycholate","LCMS-Aphid",-0.250608295202255,-0.284984215929501
"3-phenyllactate","LCMS-Aphid",0.250085681676865,0.284389915546716
"FADH2","LCMS-Aphid",-0.249615281820297,-0.283854990977723
"phenylacetate","LCMS-Aphid",-0.248274281620979,-0.282330045883406
"dialurate","LCMS-Aphid",-0.248249083757401,-0.282301391630803
"UMP","LCMS-Aphid",0.247791111469269,0.281780599318859
"N-acetyl-L-ornithine","LCMS-Aphid",-0.247014090418816,-0.280896994350215
"coumarin","LCMS-Aphid",-0.24658015370369,-0.280403534568992
"3-(4-hydroxyphenyl)lactate","LCMS-Aphid",-0.243163838982582,-0.276518604218313
"genistein","LCMS-Aphid",-0.237584635615349,-0.270174101950984
"alpha-D-cellobiose 6'-phosp...","LCMS-Aphid",-0.233761548995972,-0.265826602831793
"N-acetyl-L-glutamate","LCMS-Aphid",-0.231982007622719,-0.26380296190418
"cytosine","LCMS-Aphid",-0.231459587812424,-0.263208881808376
"porphobilinogen","LCMS-Aphid",-0.231376454234123,-0.263114344803484
"beta-nicotinamide D-ribonuc...","LCMS-Aphid",0.230593651533127,0.262224165115733
"N-succinyl-2-amino-6-ketopi...","LCMS-Aphid",-0.230329945683479,-0.261924286754815
"L-arabinonate","LCMS-Aphid",-0.229567661881447,-0.261057440541833
"(R)-lactic acid","LCMS-Aphid",0.229105412960052,0.260531784971168
"3-dehydroteasterone","LCMS-Aphid",0.229082465171814,0.260505689436568
"juvenile hormone III acid","LCMS-Aphid",0.228741869330406,0.260118374089588
"(2-aminoethyl)phosphonate","LCMS-Aphid",-0.228060632944107,-0.25934369256017
"34-dihydroxyphenylacetaldehyde","LCMS-Aphid",-0.227512463927269,-0.258720331241127
"S-ureidoglycine","LCMS-Aphid",-0.22658896446228,-0.257670155425004
"1-deoxy-L-glycero-tetrulose...","LCMS-Aphid",-0.226481571793556,-0.257548031712107
"3-cyanopyridine","LCMS-Aphid",0.225535750389099,0.256472472057783
"quercetin","LCMS-Aphid",-0.224722370505333,-0.255547520917435
"taurocholate","LCMS-Aphid",-0.223391994833946,-0.254034657716734
"1-guanidino-1-deoxy-scyllo-...","LCMS-Aphid",-0.223374560475349,-0.254014831888499
"linoleate-group","LCMS-Aphid",0.221647754311562,0.252051159855009
"(4-hydroxyphenyl)acetaldehyde","LCMS-Aphid",0.221409484744072,0.251780206869131
"pyruvate","LCMS-Aphid",0.221056863665581,0.251379216784214
"4-coumaroyl-3'4'-dihydroxyp...","LCMS-Aphid",-0.22069776058197,-0.25097085555803
"L-gamma-glutamylcysteine","LCMS-Aphid",-0.220631718635559,-0.25089575464287
"3-amino-1-hydroxyacetone 1-...","LCMS-Aphid",-0.217858895659447,-0.247742583750738
"L-octanoylcarnitine","LCMS-Aphid",0.217354774475098,0.247169312302004
"3-hydroxy-L-kynurenine","LCMS-Aphid",0.215952232480049,0.245574383728533
"4-oxo-4-(3-pyridyl)-butanoate","LCMS-Aphid",-0.215526476502419,-0.245090226835943
"FMN","LCMS-Aphid",-0.214629232883453,-0.244069908378239
"N-dimethylethanolamine phos...","LCMS-Aphid",-0.214451059699059,-0.243867295191738
"vernolate","LCMS-Aphid",-0.214430809020996,-0.243844266729712
"enol-phenylpyruvate","LCMS-Aphid",-0.213916063308716,-0.243258913387362
"decanoate","LCMS-Aphid",0.213569432497025,0.242864735253685
"L-alanyl-gamma-D-glutamyl-m...","LCMS-Aphid",-0.212728321552277,-0.241908249184836
"HAI-1","LCMS-Aphid",0.212498232722282,0.241646599087592
"N-hydroxy-L-valine","LCMS-Aphid",-0.21241806447506,-0.241555434168015
"1-(beta-D ribofuranosyl)nic...","LCMS-Aphid",-0.211897820234299,-0.240963828064453
"biotin","LCMS-Aphid",0.211400404572487,0.240398181934272
"trans-3-Hexenoic acid","LCMS-Aphid",-0.210256829857826,-0.239097743163275
"a neopterin","LCMS-Aphid",0.208745583891869,0.2373791997035
"picolinate","LCMS-Aphid",0.207379966974258,0.235826261217521
"L-tyrosine","LCMS-Aphid",-0.206065446138382,-0.234331427658908
"D-sorbitol 6-phosphate","LCMS-Aphid",-0.204963862895966,-0.233078740327199
"cis-(-)-72'-dihydroxy-4'5'-...","LCMS-Aphid",-0.202362269163132,-0.230120286180578
"2-(4-hydroxyphenyl)-2-oxoac...","LCMS-Aphid",-0.202332779765129,-0.230086751724101
"2-succinylbenzoate","LCMS-Aphid",-0.201757088303566,-0.229432092708691
"riboflavin","LCMS-Aphid",-0.200921162962914,-0.228481503552856
"8-amino-7-oxononanoate","LCMS-Aphid",0.199978783726692,0.227409858228722
"queuine","LCMS-Aphid",-0.199331358075142,-0.226673625249958
"dUMP","LCMS-Aphid",-0.199057295918465,-0.226361970008165
"N-alpha-acetyl-L-methionine","LCMS-Aphid",0.197950229048729,0.225103046860395
"herniarin","LCMS-Aphid",-0.197689071297646,-0.224806066120527
"creatinine","LCMS-Aphid",0.196474134922028,0.223424477014985
"D-carnitine","LCMS-Aphid",-0.196300938725471,-0.223227523509365
"sulfoacetaldehyde","LCMS-Aphid",-0.194948941469193,-0.221690072892623
"nicotinate","LCMS-Aphid",0.194751009345055,0.221464990434123
"3-hydroxy-5-oxohexanoate","LCMS-Aphid",-0.194632768630981,-0.221330530650324
"gamma-L-glutamyl-D-alanine","LCMS-Aphid",-0.194510892033577,-0.221191936249355
"sinapyl alcohol","LCMS-Aphid",0.194345965981483,0.221004387303282
"benzyladenine-9-N-glucoside","LCMS-Aphid",-0.192813530564308,-0.219261747836884
"phenylacetaldehyde","LCMS-Aphid",-0.192462980747223,-0.218863113128142
"L-histidine","LCMS-Aphid",-0.192255079746246,-0.218626694362727
"pyridoxal","LCMS-Aphid",0.190908819437027,0.217095767629635
"UDP-alpha-D-glucuronate","LCMS-Aphid",-0.190012723207474,-0.216076753948661
"(RS)-piperazine-2-tert-buty...","LCMS-Aphid",0.189631640911102,0.215643398622779
"5-hydroxy-L-tryptophan","LCMS-Aphid",0.189210996031761,0.215165053917441
"cyclic-GMP","LCMS-Aphid",-0.188988357782364,-0.214911876396365
"L-alpha-amino-epsilon-keto-...","LCMS-Aphid",-0.188825324177742,-0.21472647948464
"mandelonitrile","LCMS-Aphid",-0.188810244202614,-0.214709330990474
"Nonanoic acid","LCMS-Aphid",-0.188763618469238,-0.21465630960881
"N-acetyl-beta-glucosaminyla...","LCMS-Aphid",-0.187975570559502,-0.213760165227436
"acetone cyanohydrin","LCMS-Aphid",-0.187181934714317,-0.212857666413935
"18-hydroxyoleate","LCMS-Aphid",0.186513528227806,0.21209757466068
"monodehydroascorbate radical","LCMS-Aphid",0.186235457658768,0.211781361172908
"4-coumarate","LCMS-Aphid",-0.185914024710655,-0.211415837291834
"aldehydo-D-ribose","LCMS-Aphid",-0.185822755098343,-0.211312048233766
"N-formylmaleamate","LCMS-Aphid",0.185579523444176,0.211035452512159
"coniferyl alcohol","LCMS-Aphid",0.185433402657509,0.210869288348337
"calycosin","LCMS-Aphid",-0.184611588716507,-0.209934746251766
"L-quinate","LCMS-Aphid",-0.184058368206024,-0.209305640526081
"16-anhydro-N-acetyl-beta-mu...","LCMS-Aphid",-0.18371057510376,-0.208910140670521
"kinetin","LCMS-Aphid",-0.183099985122681,-0.208215796108336
"galacturonate","LCMS-Aphid",0.1825300604105,0.20756769486688
"cyclohexane-1-carboxylate","LCMS-Aphid",-0.180804073810577,-0.205604954816768
"ferulate","LCMS-Aphid",0.180333316326141,0.205069623564119
"heptanoate","LCMS-Aphid",-0.1802708953619,-0.204998640320976
"2-hydroxy-4-methylthiobutan...","LCMS-Aphid",-0.179906845092773,-0.204584653304217
"2-cis-abscisate","LCMS-Aphid",0.179811239242554,0.204475933206819
"1-monomyristoylglycerol","LCMS-Aphid",0.179361864924431,0.203964918247774
"N-methylhydantoin","LCMS-Aphid",-0.179198488593102,-0.203779131597544
"dGTP","LCMS-Aphid",-0.17832987010479,-0.202791364777481
"D-gluconate","LCMS-Aphid",-0.177993506193161,-0.202408861853764
"4-hydroxybenzoate","LCMS-Aphid",-0.177570179104805,-0.201927467021006
"thiosulfate","LCMS-Aphid",-0.177527710795403,-0.201879173336843
"glycolate","LCMS-Aphid",-0.175084173679352,-0.199100456421067
"3-phospho-D-glycerate","LCMS-Aphid",-0.174506410956383,-0.198443442029482
"scoparone","LCMS-Aphid",-0.173973917961121,-0.197837907010698
"adenine","LCMS-Aphid",-0.173960894346237,-0.197823096947554
"368-trimethylallantoin","LCMS-Aphid",0.173768475651741,0.197604284195419
"L-cysteinyl-glycine","LCMS-Aphid",-0.171851769089699,-0.195424663140539
"D-glucosaminate","LCMS-Aphid",0.171337261795998,0.194839580920626
"2-methylbutanal","LCMS-Aphid",0.167278259992599,0.190223806149626
"glycine","LCMS-Aphid",0.167037323117256,0.18994981998148
"ibuprofen","LCMS-Aphid",0.166897013783455,0.189790264427069
"6-[1-hydroxyethyl]-7-methyl...","LCMS-Aphid",-0.166763484477997,-0.189638418916972
"L-dopa","LCMS-Aphid",-0.166750192642212,-0.189623303841086
"26-dihydroxynicotinate","LCMS-Aphid",-0.166655868291855,-0.189516041026789
"(2S)-2-isopropylmalate","LCMS-Aphid",-0.166359096765518,-0.189178561372834
"1-pyrroline-5-carboxylate","LCMS-Aphid",0.166290655732155,0.189100732288147
"25-dihydroxypyridine","LCMS-Aphid",0.166199147701263,0.188996672107642
"3-dehydroquinate","LCMS-Aphid",0.166130751371384,0.188918893858413
"L-arabitol","LCMS-Aphid",-0.166115999221802,-0.188902118157598
"phlorisobutyrophenone","LCMS-Aphid",-0.165708616375923,-0.188438854637841
"78-dihydroneopterin 3'-phos...","LCMS-Aphid",-0.165636852383614,-0.188357246784183
"a serine phosphoethanolamine","LCMS-Aphid",0.165279373526573,0.187950732579604
"imidazole acetaldehyde","LCMS-Aphid",-0.165177866816521,-0.18783530220188
"L-kynurenine","LCMS-Aphid",-0.16340084373951,-0.185814525005012
